length,metric,model,seed,task,value
42,final_answer_accuracy,cot_true,4,parity,0.56
42,transition_consistency,cot_true,4,parity,0.8844444444444445
43,state_accuracy,cot_true,4,parity,0.8797674418604651
43,final_answer_accuracy,cot_true,4,parity,0.5833333333333334
43,transition_consistency,cot_true,4,parity,0.8768217054263566
44,state_accuracy,cot_true,4,parity,0.8702272727272727
44,final_answer_accuracy,cot_true,4,parity,0.5266666666666666
44,transition_consistency,cot_true,4,parity,0.8671212121212121
45,state_accuracy,cot_true,4,parity,0.8602222222222222
45,final_answer_accuracy,cot_true,4,parity,0.49666666666666665
45,transition_consistency,cot_true,4,parity,0.8575555555555555
46,state_accuracy,cot_true,4,parity,0.8552173913043478
46,final_answer_accuracy,cot_true,4,parity,0.4666666666666667
46,transition_consistency,cot_true,4,parity,0.8552173913043478
47,state_accuracy,cot_true,4,parity,0.8477304964539008
47,final_answer_accuracy,cot_true,4,parity,0.5233333333333333
47,transition_consistency,cot_true,4,parity,0.8448936170212766
48,state_accuracy,cot_true,4,parity,0.8372916666666667
48,final_answer_accuracy,cot_true,4,parity,0.5
48,transition_consistency,cot_true,4,parity,0.8370833333333333
49,state_accuracy,cot_true,4,parity,0.8331972789115646
49,final_answer_accuracy,cot_true,4,parity,0.52
49,transition_consistency,cot_true,4,parity,0.83578231292517
50,state_accuracy,cot_true,4,parity,0.8255333333333333
50,final_answer_accuracy,cot_true,4,parity,0.5066666666666667
50,transition_consistency,cot_true,4,parity,0.8284
51,state_accuracy,cot_true,4,parity,0.8176470588235294
51,final_answer_accuracy,cot_true,4,parity,0.5233333333333333
51,transition_consistency,cot_true,4,parity,0.8174509803921569
52,state_accuracy,cot_true,4,parity,0.8165384615384615
52,final_answer_accuracy,cot_true,4,parity,0.5466666666666666
52,transition_consistency,cot_true,4,parity,0.8151282051282052
53,state_accuracy,cot_true,4,parity,0.8062893081761007
53,final_answer_accuracy,cot_true,4,parity,0.52
53,transition_consistency,cot_true,4,parity,0.8072955974842767
54,state_accuracy,cot_true,4,parity,0.8098765432098766
54,final_answer_accuracy,cot_true,4,parity,0.5366666666666666
54,transition_consistency,cot_true,4,parity,0.8021604938271605
55,state_accuracy,cot_true,4,parity,0.7976363636363636
55,final_answer_accuracy,cot_true,4,parity,0.5333333333333333
55,transition_consistency,cot_true,4,parity,0.796969696969697
56,state_accuracy,cot_true,4,parity,0.7883928571428571
56,final_answer_accuracy,cot_true,4,parity,0.4633333333333333
56,transition_consistency,cot_true,4,parity,0.7969642857142857
57,state_accuracy,cot_true,4,parity,0.7900584795321638
57,final_answer_accuracy,cot_true,4,parity,0.5
57,transition_consistency,cot_true,4,parity,0.7801169590643274
58,state_accuracy,cot_true,4,parity,0.7814367816091954
58,final_answer_accuracy,cot_true,4,parity,0.49333333333333335
58,transition_consistency,cot_true,4,parity,0.786896551724138
59,state_accuracy,cot_true,4,parity,0.7714689265536723
59,final_answer_accuracy,cot_true,4,parity,0.49333333333333335
59,transition_consistency,cot_true,4,parity,0.7775141242937853
60,state_accuracy,cot_true,4,parity,0.7760555555555556
60,final_answer_accuracy,cot_true,4,parity,0.47
60,transition_consistency,cot_true,4,parity,0.7732777777777777
61,state_accuracy,cot_true,4,parity,0.7646994535519126
61,final_answer_accuracy,cot_true,4,parity,0.5
61,transition_consistency,cot_true,4,parity,0.7650273224043715
62,state_accuracy,cot_true,4,parity,0.7658064516129032
62,final_answer_accuracy,cot_true,4,parity,0.4866666666666667
62,transition_consistency,cot_true,4,parity,0.764731182795699
63,state_accuracy,cot_true,4,parity,0.7597883597883598
63,final_answer_accuracy,cot_true,4,parity,0.5033333333333333
63,transition_consistency,cot_true,4,parity,0.7640740740740741
64,state_accuracy,cot_true,4,parity,0.75484375
64,final_answer_accuracy,cot_true,4,parity,0.4666666666666667
64,transition_consistency,cot_true,4,parity,0.7552083333333334
65,state_accuracy,cot_true,4,parity,0.7457948717948718
65,final_answer_accuracy,cot_true,4,parity,0.4666666666666667
65,transition_consistency,cot_true,4,parity,0.7508717948717949
66,state_accuracy,cot_true,4,parity,0.7472727272727273
66,final_answer_accuracy,cot_true,4,parity,0.44666666666666666
66,transition_consistency,cot_true,4,parity,0.7481818181818182
67,state_accuracy,cot_true,4,parity,0.7420398009950249
67,final_answer_accuracy,cot_true,4,parity,0.4666666666666667
67,transition_consistency,cot_true,4,parity,0.7433830845771144
68,state_accuracy,cot_true,4,parity,0.7461274509803921
68,final_answer_accuracy,cot_true,4,parity,0.48
68,transition_consistency,cot_true,4,parity,0.7447058823529412
69,state_accuracy,cot_true,4,parity,0.7358937198067633
69,final_answer_accuracy,cot_true,4,parity,0.5066666666666667
69,transition_consistency,cot_true,4,parity,0.7413526570048309
70,state_accuracy,cot_true,4,parity,0.7344761904761905
70,final_answer_accuracy,cot_true,4,parity,0.5033333333333333
70,transition_consistency,cot_true,4,parity,0.7353809523809524
71,state_accuracy,cot_true,4,parity,0.7291549295774647
71,final_answer_accuracy,cot_true,4,parity,0.5266666666666666
71,transition_consistency,cot_true,4,parity,0.7386854460093897
72,state_accuracy,cot_true,4,parity,0.7256944444444444
72,final_answer_accuracy,cot_true,4,parity,0.5233333333333333
72,transition_consistency,cot_true,4,parity,0.7289351851851852
73,state_accuracy,cot_true,4,parity,0.7310958904109589
73,final_answer_accuracy,cot_true,4,parity,0.49
73,transition_consistency,cot_true,4,parity,0.7245205479452055
74,state_accuracy,cot_true,4,parity,0.7165315315315315
74,final_answer_accuracy,cot_true,4,parity,0.49
74,transition_consistency,cot_true,4,parity,0.7252702702702702
75,state_accuracy,cot_true,4,parity,0.7230222222222222
75,final_answer_accuracy,cot_true,4,parity,0.53
75,transition_consistency,cot_true,4,parity,0.7212888888888889
76,state_accuracy,cot_true,4,parity,0.7189035087719299
76,final_answer_accuracy,cot_true,4,parity,0.49666666666666665
76,transition_consistency,cot_true,4,parity,0.7232894736842105
77,state_accuracy,cot_true,4,parity,0.7120779220779221
77,final_answer_accuracy,cot_true,4,parity,0.5266666666666666
77,transition_consistency,cot_true,4,parity,0.7125541125541126
78,state_accuracy,cot_true,4,parity,0.7083760683760684
78,final_answer_accuracy,cot_true,4,parity,0.5366666666666666
78,transition_consistency,cot_true,4,parity,0.7167094017094017
79,state_accuracy,cot_true,4,parity,0.708987341772152
79,final_answer_accuracy,cot_true,4,parity,0.5266666666666666
79,transition_consistency,cot_true,4,parity,0.710886075949367
80,state_accuracy,cot_true,4,parity,0.7052083333333333
80,final_answer_accuracy,cot_true,4,parity,0.4866666666666667
80,transition_consistency,cot_true,4,parity,0.7083333333333334
81,state_accuracy,cot_true,4,parity,0.6979835390946502
81,final_answer_accuracy,cot_true,4,parity,0.5066666666666667
81,transition_consistency,cot_true,4,parity,0.7063374485596707
82,state_accuracy,cot_true,4,parity,0.7000406504065041
82,final_answer_accuracy,cot_true,4,parity,0.49666666666666665
82,transition_consistency,cot_true,4,parity,0.7013414634146341
83,state_accuracy,cot_true,4,parity,0.6979518072289157
83,final_answer_accuracy,cot_true,4,parity,0.49
83,transition_consistency,cot_true,4,parity,0.7040562248995984
84,state_accuracy,cot_true,4,parity,0.6901190476190476
84,final_answer_accuracy,cot_true,4,parity,0.54
84,transition_consistency,cot_true,4,parity,0.7011904761904761
85,state_accuracy,cot_true,4,parity,0.6874901960784314
85,final_answer_accuracy,cot_true,4,parity,0.45666666666666667
85,transition_consistency,cot_true,4,parity,0.6958823529411765
86,state_accuracy,cot_true,4,parity,0.6842635658914729
86,final_answer_accuracy,cot_true,4,parity,0.4766666666666667
86,transition_consistency,cot_true,4,parity,0.6997286821705426
87,state_accuracy,cot_true,4,parity,0.6904980842911878
87,final_answer_accuracy,cot_true,4,parity,0.5366666666666666
87,transition_consistency,cot_true,4,parity,0.6952873563218391
88,state_accuracy,cot_true,4,parity,0.6861742424242424
88,final_answer_accuracy,cot_true,4,parity,0.52
88,transition_consistency,cot_true,4,parity,0.6925757575757576
89,state_accuracy,cot_true,4,parity,0.6835955056179776
89,final_answer_accuracy,cot_true,4,parity,0.5366666666666666
89,transition_consistency,cot_true,4,parity,0.6895505617977528
90,state_accuracy,cot_true,4,parity,0.6811851851851852
90,final_answer_accuracy,cot_true,4,parity,0.4633333333333333
90,transition_consistency,cot_true,4,parity,0.6878888888888889
91,state_accuracy,cot_true,4,parity,0.6841025641025641
91,final_answer_accuracy,cot_true,4,parity,0.5433333333333333
91,transition_consistency,cot_true,4,parity,0.6846520146520146
92,state_accuracy,cot_true,4,parity,0.6780072463768116
92,final_answer_accuracy,cot_true,4,parity,0.45
92,transition_consistency,cot_true,4,parity,0.6821376811594203
93,state_accuracy,cot_true,4,parity,0.6748745519713262
93,final_answer_accuracy,cot_true,4,parity,0.49
93,transition_consistency,cot_true,4,parity,0.6789605734767025
94,state_accuracy,cot_true,4,parity,0.6767730496453901
94,final_answer_accuracy,cot_true,4,parity,0.54
94,transition_consistency,cot_true,4,parity,0.6790780141843972
95,state_accuracy,cot_true,4,parity,0.6704912280701755
95,final_answer_accuracy,cot_true,4,parity,0.55
95,transition_consistency,cot_true,4,parity,0.6753333333333333
96,state_accuracy,cot_true,4,parity,0.6734027777777778
96,final_answer_accuracy,cot_true,4,parity,0.5466666666666666
96,transition_consistency,cot_true,4,parity,0.6747222222222222
97,state_accuracy,cot_true,4,parity,0.6715463917525774
97,final_answer_accuracy,cot_true,4,parity,0.5233333333333333
97,transition_consistency,cot_true,4,parity,0.6756357388316151
98,state_accuracy,cot_true,4,parity,0.665374149659864
98,final_answer_accuracy,cot_true,4,parity,0.5033333333333333
98,transition_consistency,cot_true,4,parity,0.6760204081632653
99,state_accuracy,cot_true,4,parity,0.6586868686868687
99,final_answer_accuracy,cot_true,4,parity,0.4666666666666667
99,transition_consistency,cot_true,4,parity,0.6696969696969697
100,state_accuracy,cot_true,4,parity,0.6651666666666667
100,final_answer_accuracy,cot_true,4,parity,0.5033333333333333
100,transition_consistency,cot_true,4,parity,0.6703666666666667
101,state_accuracy,cot_true,4,parity,0.6621782178217822
101,final_answer_accuracy,cot_true,4,parity,0.5266666666666666
101,transition_consistency,cot_true,4,parity,0.6704950495049505
102,state_accuracy,cot_true,4,parity,0.6622222222222223
102,final_answer_accuracy,cot_true,4,parity,0.4866666666666667
102,transition_consistency,cot_true,4,parity,0.67
103,state_accuracy,cot_true,4,parity,0.661294498381877
103,final_answer_accuracy,cot_true,4,parity,0.5133333333333333
103,transition_consistency,cot_true,4,parity,0.6640776699029126
104,state_accuracy,cot_true,4,parity,0.659775641025641
104,final_answer_accuracy,cot_true,4,parity,0.54
104,transition_consistency,cot_true,4,parity,0.6639102564102564
105,state_accuracy,cot_true,4,parity,0.6555555555555556
105,final_answer_accuracy,cot_true,4,parity,0.5066666666666667
105,transition_consistency,cot_true,4,parity,0.6645714285714286
106,state_accuracy,cot_true,4,parity,0.6549056603773585
106,final_answer_accuracy,cot_true,4,parity,0.5233333333333333
106,transition_consistency,cot_true,4,parity,0.6617924528301887
107,state_accuracy,cot_true,4,parity,0.6486292834890965
107,final_answer_accuracy,cot_true,4,parity,0.4766666666666667
107,transition_consistency,cot_true,4,parity,0.6564797507788162
108,state_accuracy,cot_true,4,parity,0.6508024691358024
108,final_answer_accuracy,cot_true,4,parity,0.5166666666666667
108,transition_consistency,cot_true,4,parity,0.6566358024691358
109,state_accuracy,cot_true,4,parity,0.6503975535168196
109,final_answer_accuracy,cot_true,4,parity,0.4866666666666667
109,transition_consistency,cot_true,4,parity,0.6588379204892967
110,state_accuracy,cot_true,4,parity,0.6483030303030303
110,final_answer_accuracy,cot_true,4,parity,0.5266666666666666
110,transition_consistency,cot_true,4,parity,0.6568484848484849
111,state_accuracy,cot_true,4,parity,0.6478378378378379
111,final_answer_accuracy,cot_true,4,parity,0.51
111,transition_consistency,cot_true,4,parity,0.6582882882882883
112,state_accuracy,cot_true,4,parity,0.6446726190476191
112,final_answer_accuracy,cot_true,4,parity,0.5266666666666666
112,transition_consistency,cot_true,4,parity,0.6533928571428571
113,state_accuracy,cot_true,4,parity,0.6450442477876106
113,final_answer_accuracy,cot_true,4,parity,0.49666666666666665
113,transition_consistency,cot_true,4,parity,0.6522418879056047
114,state_accuracy,cot_true,4,parity,0.6385964912280702
114,final_answer_accuracy,cot_true,4,parity,0.49666666666666665
114,transition_consistency,cot_true,4,parity,0.6486842105263158
115,state_accuracy,cot_true,4,parity,0.6395652173913043
115,final_answer_accuracy,cot_true,4,parity,0.49333333333333335
115,transition_consistency,cot_true,4,parity,0.6479420289855072
116,state_accuracy,cot_true,4,parity,0.6414367816091954
116,final_answer_accuracy,cot_true,4,parity,0.5233333333333333
116,transition_consistency,cot_true,4,parity,0.6464655172413794
117,state_accuracy,cot_true,4,parity,0.6385754985754986
117,final_answer_accuracy,cot_true,4,parity,0.49666666666666665
117,transition_consistency,cot_true,4,parity,0.6489173789173789
118,state_accuracy,cot_true,4,parity,0.6405649717514125
118,final_answer_accuracy,cot_true,4,parity,0.5366666666666666
118,transition_consistency,cot_true,4,parity,0.6478248587570622
119,state_accuracy,cot_true,4,parity,0.6344257703081233
119,final_answer_accuracy,cot_true,4,parity,0.47
119,transition_consistency,cot_true,4,parity,0.6465266106442576
120,state_accuracy,cot_true,4,parity,0.6343611111111112
120,final_answer_accuracy,cot_true,4,parity,0.4866666666666667
120,transition_consistency,cot_true,4,parity,0.6432222222222223
121,state_accuracy,cot_true,4,parity,0.6374931129476584
121,final_answer_accuracy,cot_true,4,parity,0.52
121,transition_consistency,cot_true,4,parity,0.6420936639118457
122,state_accuracy,cot_true,4,parity,0.6334699453551913
122,final_answer_accuracy,cot_true,4,parity,0.47333333333333333
122,transition_consistency,cot_true,4,parity,0.6386885245901639
123,state_accuracy,cot_true,4,parity,0.6357181571815718
123,final_answer_accuracy,cot_true,4,parity,0.5566666666666666
123,transition_consistency,cot_true,4,parity,0.6431165311653116
124,state_accuracy,cot_true,4,parity,0.635241935483871
124,final_answer_accuracy,cot_true,4,parity,0.5066666666666667
124,transition_consistency,cot_true,4,parity,0.6383870967741936
125,state_accuracy,cot_true,4,parity,0.6299733333333334
125,final_answer_accuracy,cot_true,4,parity,0.49333333333333335
125,transition_consistency,cot_true,4,parity,0.6387733333333333
126,state_accuracy,cot_true,4,parity,0.6294973544973544
126,final_answer_accuracy,cot_true,4,parity,0.5233333333333333
126,transition_consistency,cot_true,4,parity,0.6375396825396825
127,state_accuracy,cot_true,4,parity,0.6266929133858268
127,final_answer_accuracy,cot_true,4,parity,0.5166666666666667
127,transition_consistency,cot_true,4,parity,0.6411286089238846
128,state_accuracy,cot_true,4,parity,0.6236197916666667
128,final_answer_accuracy,cot_true,4,parity,0.53
128,transition_consistency,cot_true,4,parity,0.6356510416666666
2,state_accuracy,cot_pad,4,parity,0.87
2,final_answer_accuracy,cot_pad,4,parity,0.74
2,transition_consistency,cot_pad,4,parity,0.87
3,state_accuracy,cot_pad,4,parity,0.7866666666666666
3,final_answer_accuracy,cot_pad,4,parity,0.6133333333333333
3,transition_consistency,cot_pad,4,parity,0.7933333333333333
4,state_accuracy,cot_pad,4,parity,0.73
4,final_answer_accuracy,cot_pad,4,parity,0.58
4,transition_consistency,cot_pad,4,parity,0.7383333333333333
5,state_accuracy,cot_pad,4,parity,0.7133333333333334
5,final_answer_accuracy,cot_pad,4,parity,0.5533333333333333
5,transition_consistency,cot_pad,4,parity,0.7146666666666667
6,state_accuracy,cot_pad,4,parity,0.67
6,final_answer_accuracy,cot_pad,4,parity,0.52
6,transition_consistency,cot_pad,4,parity,0.67
7,state_accuracy,cot_pad,4,parity,0.6385714285714286
7,final_answer_accuracy,cot_pad,4,parity,0.54
7,transition_consistency,cot_pad,4,parity,0.6171428571428571
8,state_accuracy,cot_pad,4,parity,0.63
8,final_answer_accuracy,cot_pad,4,parity,0.55
8,transition_consistency,cot_pad,4,parity,0.5670833333333334
9,state_accuracy,cot_pad,4,parity,0.6137037037037038
9,final_answer_accuracy,cot_pad,4,parity,0.5333333333333333
9,transition_consistency,cot_pad,4,parity,0.562962962962963
10,state_accuracy,cot_pad,4,parity,0.6076666666666667
10,final_answer_accuracy,cot_pad,4,parity,0.5
10,transition_consistency,cot_pad,4,parity,0.5953333333333334
11,state_accuracy,cot_pad,4,parity,0.5945454545454546
11,final_answer_accuracy,cot_pad,4,parity,0.48
11,transition_consistency,cot_pad,4,parity,0.58
12,state_accuracy,cot_pad,4,parity,0.5752777777777778
12,final_answer_accuracy,cot_pad,4,parity,0.5066666666666667
12,transition_consistency,cot_pad,4,parity,0.5794444444444444
13,state_accuracy,cot_pad,4,parity,0.5735897435897436
13,final_answer_accuracy,cot_pad,4,parity,0.5033333333333333
13,transition_consistency,cot_pad,4,parity,0.5612820512820513
14,state_accuracy,cot_pad,4,parity,0.5704761904761905
14,final_answer_accuracy,cot_pad,4,parity,0.5
14,transition_consistency,cot_pad,4,parity,0.5542857142857143
15,state_accuracy,cot_pad,4,parity,0.5575555555555556
15,final_answer_accuracy,cot_pad,4,parity,0.5
15,transition_consistency,cot_pad,4,parity,0.5524444444444444
16,state_accuracy,cot_pad,4,parity,0.545625
16,final_answer_accuracy,cot_pad,4,parity,0.49666666666666665
16,transition_consistency,cot_pad,4,parity,0.5410416666666666
17,state_accuracy,cot_pad,4,parity,0.5666666666666667
17,final_answer_accuracy,cot_pad,4,parity,0.5
17,transition_consistency,cot_pad,4,parity,0.5545098039215687
18,state_accuracy,cot_pad,4,parity,0.5605555555555556
18,final_answer_accuracy,cot_pad,4,parity,0.5233333333333333
18,transition_consistency,cot_pad,4,parity,0.5387037037037037
19,state_accuracy,cot_pad,4,parity,0.5536842105263158
19,final_answer_accuracy,cot_pad,4,parity,0.4866666666666667
19,transition_consistency,cot_pad,4,parity,0.5407017543859649
20,state_accuracy,cot_pad,4,parity,0.553
20,final_answer_accuracy,cot_pad,4,parity,0.5
20,transition_consistency,cot_pad,4,parity,0.528
21,state_accuracy,cot_pad,4,parity,0.549047619047619
21,final_answer_accuracy,cot_pad,4,parity,0.51
21,transition_consistency,cot_pad,4,parity,0.5458730158730158
22,state_accuracy,cot_pad,4,parity,0.5474242424242424
22,final_answer_accuracy,cot_pad,4,parity,0.49666666666666665
22,transition_consistency,cot_pad,4,parity,0.5316666666666666
23,state_accuracy,cot_pad,4,parity,0.5423188405797101
23,final_answer_accuracy,cot_pad,4,parity,0.54
23,transition_consistency,cot_pad,4,parity,0.5446376811594202
24,state_accuracy,cot_pad,4,parity,0.5356944444444445
24,final_answer_accuracy,cot_pad,4,parity,0.54
24,transition_consistency,cot_pad,4,parity,0.5202777777777777
25,state_accuracy,cot_pad,4,parity,0.5349333333333334
25,final_answer_accuracy,cot_pad,4,parity,0.5133333333333333
25,transition_consistency,cot_pad,4,parity,0.5210666666666667
26,state_accuracy,cot_pad,4,parity,0.5398717948717948
26,final_answer_accuracy,cot_pad,4,parity,0.49333333333333335
26,transition_consistency,cot_pad,4,parity,0.521025641025641
27,state_accuracy,cot_pad,4,parity,0.5260493827160494
27,final_answer_accuracy,cot_pad,4,parity,0.5066666666666667
27,transition_consistency,cot_pad,4,parity,0.5274074074074074
28,state_accuracy,cot_pad,4,parity,0.5329761904761905
28,final_answer_accuracy,cot_pad,4,parity,0.5066666666666667
28,transition_consistency,cot_pad,4,parity,0.5307142857142857
29,state_accuracy,cot_pad,4,parity,0.5302298850574713
29,final_answer_accuracy,cot_pad,4,parity,0.5066666666666667
29,transition_consistency,cot_pad,4,parity,0.5195402298850574
30,state_accuracy,cot_pad,4,parity,0.5243333333333333
30,final_answer_accuracy,cot_pad,4,parity,0.5166666666666667
30,transition_consistency,cot_pad,4,parity,0.5181111111111111
31,state_accuracy,cot_pad,4,parity,0.5287096774193548
31,final_answer_accuracy,cot_pad,4,parity,0.5133333333333333
31,transition_consistency,cot_pad,4,parity,0.5197849462365591
32,state_accuracy,cot_pad,4,parity,0.5296875
32,final_answer_accuracy,cot_pad,4,parity,0.4866666666666667
32,transition_consistency,cot_pad,4,parity,0.5260416666666666
33,state_accuracy,cot_pad,4,parity,0.5333333333333333
33,final_answer_accuracy,cot_pad,4,parity,0.49666666666666665
33,transition_consistency,cot_pad,4,parity,0.5235353535353535
34,state_accuracy,cot_pad,4,parity,0.5317647058823529
34,final_answer_accuracy,cot_pad,4,parity,0.52
34,transition_consistency,cot_pad,4,parity,0.5178431372549019
35,state_accuracy,cot_pad,4,parity,0.5261904761904762
35,final_answer_accuracy,cot_pad,4,parity,0.46
35,transition_consistency,cot_pad,4,parity,0.5102857142857142
36,state_accuracy,cot_pad,4,parity,0.5362037037037037
36,final_answer_accuracy,cot_pad,4,parity,0.5033333333333333
36,transition_consistency,cot_pad,4,parity,0.5237962962962963
37,state_accuracy,cot_pad,4,parity,0.526036036036036
37,final_answer_accuracy,cot_pad,4,parity,0.48333333333333334
37,transition_consistency,cot_pad,4,parity,0.5145045045045045
38,state_accuracy,cot_pad,4,parity,0.5207894736842106
38,final_answer_accuracy,cot_pad,4,parity,0.5033333333333333
38,transition_consistency,cot_pad,4,parity,0.5179824561403509
39,state_accuracy,cot_pad,4,parity,0.5258974358974359
39,final_answer_accuracy,cot_pad,4,parity,0.5033333333333333
39,transition_consistency,cot_pad,4,parity,0.515982905982906
40,state_accuracy,cot_pad,4,parity,0.5260833333333333
40,final_answer_accuracy,cot_pad,4,parity,0.4633333333333333
40,transition_consistency,cot_pad,4,parity,0.51175
41,state_accuracy,cot_pad,4,parity,0.5195121951219512
41,final_answer_accuracy,cot_pad,4,parity,0.49
41,transition_consistency,cot_pad,4,parity,0.520569105691057
42,state_accuracy,cot_pad,4,parity,0.5265079365079365
42,final_answer_accuracy,cot_pad,4,parity,0.5
42,transition_consistency,cot_pad,4,parity,0.5098412698412699
43,state_accuracy,cot_pad,4,parity,0.5184496124031007
43,final_answer_accuracy,cot_pad,4,parity,0.49666666666666665
43,transition_consistency,cot_pad,4,parity,0.5126356589147287
44,state_accuracy,cot_pad,4,parity,0.5262121212121212
44,final_answer_accuracy,cot_pad,4,parity,0.5033333333333333
44,transition_consistency,cot_pad,4,parity,0.5146212121212121
45,state_accuracy,cot_pad,4,parity,0.5204444444444445
45,final_answer_accuracy,cot_pad,4,parity,0.49
45,transition_consistency,cot_pad,4,parity,0.5137037037037037
46,state_accuracy,cot_pad,4,parity,0.5164492753623189
46,final_answer_accuracy,cot_pad,4,parity,0.51
46,transition_consistency,cot_pad,4,parity,0.5081884057971015
47,state_accuracy,cot_pad,4,parity,0.5229787234042553
47,final_answer_accuracy,cot_pad,4,parity,0.49666666666666665
47,transition_consistency,cot_pad,4,parity,0.504468085106383
48,state_accuracy,cot_pad,4,parity,0.5222916666666667
48,final_answer_accuracy,cot_pad,4,parity,0.49666666666666665
48,transition_consistency,cot_pad,4,parity,0.5028472222222222
49,state_accuracy,cot_pad,4,parity,0.5189115646258503
49,final_answer_accuracy,cot_pad,4,parity,0.4866666666666667
49,transition_consistency,cot_pad,4,parity,0.5053061224489795
50,state_accuracy,cot_pad,4,parity,0.5172
50,final_answer_accuracy,cot_pad,4,parity,0.5
50,transition_consistency,cot_pad,4,parity,0.5137333333333334
51,state_accuracy,cot_pad,4,parity,0.5259477124183006
51,final_answer_accuracy,cot_pad,4,parity,0.5
51,transition_consistency,cot_pad,4,parity,0.506797385620915
52,state_accuracy,cot_pad,4,parity,0.5191666666666667
52,final_answer_accuracy,cot_pad,4,parity,0.49666666666666665
52,transition_consistency,cot_pad,4,parity,0.5107051282051283
53,state_accuracy,cot_pad,4,parity,0.5178616352201257
53,final_answer_accuracy,cot_pad,4,parity,0.5
53,transition_consistency,cot_pad,4,parity,0.5023899371069183
54,state_accuracy,cot_pad,4,parity,0.5209876543209877
54,final_answer_accuracy,cot_pad,4,parity,0.49333333333333335
54,transition_consistency,cot_pad,4,parity,0.5127160493827161
55,state_accuracy,cot_pad,4,parity,0.5150303030303031
55,final_answer_accuracy,cot_pad,4,parity,0.5133333333333333
55,transition_consistency,cot_pad,4,parity,0.5069090909090909
56,state_accuracy,cot_pad,4,parity,0.52
56,final_answer_accuracy,cot_pad,4,parity,0.5066666666666667
56,transition_consistency,cot_pad,4,parity,0.5098809523809524
57,state_accuracy,cot_pad,4,parity,0.5154970760233918
57,final_answer_accuracy,cot_pad,4,parity,0.5066666666666667
57,transition_consistency,cot_pad,4,parity,0.5051461988304093
58,state_accuracy,cot_pad,4,parity,0.511551724137931
58,final_answer_accuracy,cot_pad,4,parity,0.49333333333333335
58,transition_consistency,cot_pad,4,parity,0.51
59,state_accuracy,cot_pad,4,parity,0.5235593220338983
59,final_answer_accuracy,cot_pad,4,parity,0.5033333333333333
59,transition_consistency,cot_pad,4,parity,0.5066101694915254
60,state_accuracy,cot_pad,4,parity,0.5187777777777778
60,final_answer_accuracy,cot_pad,4,parity,0.5033333333333333
60,transition_consistency,cot_pad,4,parity,0.5076111111111111
61,state_accuracy,cot_pad,4,parity,0.51775956284153
61,final_answer_accuracy,cot_pad,4,parity,0.5033333333333333
61,transition_consistency,cot_pad,4,parity,0.5012568306010929
62,state_accuracy,cot_pad,4,parity,0.5166666666666667
62,final_answer_accuracy,cot_pad,4,parity,0.5033333333333333
62,transition_consistency,cot_pad,4,parity,0.5067204301075269
63,state_accuracy,cot_pad,4,parity,0.5212169312169312
63,final_answer_accuracy,cot_pad,4,parity,0.49333333333333335
63,transition_consistency,cot_pad,4,parity,0.5111111111111111
64,state_accuracy,cot_pad,4,parity,0.51390625
64,final_answer_accuracy,cot_pad,4,parity,0.5033333333333333
64,transition_consistency,cot_pad,4,parity,0.5088020833333333
65,state_accuracy,cot_pad,4,parity,0.5145128205128205
65,final_answer_accuracy,cot_pad,4,parity,0.5066666666666667
65,transition_consistency,cot_pad,4,parity,0.5018461538461538
66,state_accuracy,cot_pad,4,parity,0.5202525252525253
66,final_answer_accuracy,cot_pad,4,parity,0.5133333333333333
66,transition_consistency,cot_pad,4,parity,0.5027272727272727
67,state_accuracy,cot_pad,4,parity,0.5133830845771145
67,final_answer_accuracy,cot_pad,4,parity,0.49666666666666665
67,transition_consistency,cot_pad,4,parity,0.4992537313432836
68,state_accuracy,cot_pad,4,parity,0.5182843137254902
68,final_answer_accuracy,cot_pad,4,parity,0.51
68,transition_consistency,cot_pad,4,parity,0.5084803921568627
69,state_accuracy,cot_pad,4,parity,0.5160386473429952
69,final_answer_accuracy,cot_pad,4,parity,0.51
69,transition_consistency,cot_pad,4,parity,0.508840579710145
70,state_accuracy,cot_pad,4,parity,0.5099523809523809
70,final_answer_accuracy,cot_pad,4,parity,0.5133333333333333
70,transition_consistency,cot_pad,4,parity,0.5073333333333333
71,state_accuracy,cot_pad,4,parity,0.5145070422535212
71,final_answer_accuracy,cot_pad,4,parity,0.49333333333333335
71,transition_consistency,cot_pad,4,parity,0.5056338028169014
72,state_accuracy,cot_pad,4,parity,0.5143981481481481
72,final_answer_accuracy,cot_pad,4,parity,0.47333333333333333
72,transition_consistency,cot_pad,4,parity,0.5071296296296296
73,state_accuracy,cot_pad,4,parity,0.5113698630136986
73,final_answer_accuracy,cot_pad,4,parity,0.5366666666666666
73,transition_consistency,cot_pad,4,parity,0.4988584474885845
74,state_accuracy,cot_pad,4,parity,0.5155405405405405
74,final_answer_accuracy,cot_pad,4,parity,0.49333333333333335
74,transition_consistency,cot_pad,4,parity,0.501981981981982
75,state_accuracy,cot_pad,4,parity,0.5084444444444445
75,final_answer_accuracy,cot_pad,4,parity,0.5066666666666667
75,transition_consistency,cot_pad,4,parity,0.5080888888888889
76,state_accuracy,cot_pad,4,parity,0.5159649122807017
76,final_answer_accuracy,cot_pad,4,parity,0.5
76,transition_consistency,cot_pad,4,parity,0.5085964912280702
77,state_accuracy,cot_pad,4,parity,0.5141125541125541
